Found 9995 total meshes to process
[1/9995] [1 success|0 fail] [SUCCESS] model_100030.obj (took 0.03s | total elapsed: 0.17s)
[2043/9995] [2043 success|0 fail] [SUCCESS] model_1399418.obj (took 0.03s | total elapsed: 1.26s)
[2044/9995] [2044 success|0 fail] [SUCCESS] model_140534.obj (took 0.03s | total elapsed: 1.26s)
[2045/9995] [2045 success|0 fail] [SUCCESS] model_140545.obj (took 0.03s | total elapsed: 1.26s)
[2046/9995] [2046 success|0 fail] [SUCCESS] model_1411168.obj (took 0.03s | total elapsed: 1.26s)
[2047/9995] [2047 success|0 fail] [SUCCESS] model_1409877.obj (took 0.03s | total elapsed: 1.26s)
[2048/9995] [2048 success|0 fail] [SUCCESS] model_1411169.obj (took 0.03s | total elapsed: 1.26s)
[2049/9995] [2049 success|0 fail] [SUCCESS] model_1411686.obj (took 0.03s | total elapsed: 1.26s)
[2050/9995] [2050 success|0 fail] [SUCCESS] model_1411689.obj (took 0.03s | total elapsed: 1.26s)
[2051/9995] [2051 success|0 fail] [SUCCESS] model_1411685.obj (took 0.03s | total elapsed: 1.26s)
[2052/9995] [2052 success|0 fail] [SUCCESS] model_1411688.obj (took 0.03s | total elapsed: 1.26s)
[2053/9995] [2053 success|0 fail] [SUCCESS] model_1411687.obj (took 0.03s | total elapsed: 1.26s)
[2054/9995] [2054 success|0 fail] [SUCCESS] model_1411690.obj (took 0.03s | total elapsed: 1.26s)
[2055/9995] [2055 success|0 fail] [SUCCESS] model_1411691.obj (took 0.03s | total elapsed: 1.26s)
[2056/9995] [2056 success|0 fail] [SUCCESS] model_1411694.obj (took 0.03s | total elapsed: 1.26s)
[2057/9995] [2057 success|0 fail] [SUCCESS] model_1411695.obj (took 0.03s | total elapsed: 1.26s)
[2058/9995] [2058 success|0 fail] [SUCCESS] model_1411693.obj (took 0.03s | total elapsed: 1.26s)
[2059/9995] [2059 success|0 fail] [SUCCESS] model_1411697.obj (took 0.03s | total elapsed: 1.26s)
[2060/9995] [2060 success|0 fail] [SUCCESS] model_1411692.obj (took 0.03s | total elapsed: 1.26s)
[2061/9995] [2061 success|0 fail] [SUCCESS] model_1411696.obj (took 0.03s | total elapsed: 1.26s)
[2062/9995] [2062 success|0 fail] [SUCCESS] model_1411699.obj (took 0.03s | total elapsed: 1.26s)
[2063/9995] [2063 success|0 fail] [SUCCESS] model_1411698.obj (took 0.03s | total elapsed: 1.26s)
[2064/9995] [2064 success|0 fail] [SUCCESS] model_1411700.obj (took 0.03s | total elapsed: 1.26s)
[2065/9995] [2065 success|0 fail] [SUCCESS] model_1411701.obj (took 0.03s | total elapsed: 1.26s)
[2066/9995] [2066 success|0 fail] [SUCCESS] model_1411702.obj (took 0.03s | total elapsed: 1.26s)
[2067/9995] [2067 success|0 fail] [SUCCESS] model_1417955.obj (took 0.03s | total elapsed: 1.26s)
[2068/9995] [2068 success|0 fail] [SUCCESS] model_1417954.obj (took 0.03s | total elapsed: 1.26s)
[2069/9995] [2069 success|0 fail] [SUCCESS] model_1417953.obj (took 0.03s | total elapsed: 1.26s)
[2070/9995] [2070 success|0 fail] [SUCCESS] model_1417958.obj (took 0.03s | total elapsed: 1.26s)
[2071/9995] [2071 success|0 fail] [SUCCESS] model_1417956.obj (took 0.03s | total elapsed: 1.26s)
[2072/9995] [2072 success|0 fail] [SUCCESS] model_1417957.obj (took 0.03s | total elapsed: 1.26s)
[2073/9995] [2073 success|0 fail] [SUCCESS] model_1417959.obj (took 0.03s | total elapsed: 1.27s)
[2074/9995] [2074 success|0 fail] [SUCCESS] model_1417962.obj (took 0.03s | total elapsed: 1.27s)
[2075/9995] [2075 success|0 fail] [SUCCESS] model_1417960.obj (took 0.03s | total elapsed: 1.27s)
[2076/9995] [2076 success|0 fail] [SUCCESS] model_1417964.obj (took 0.03s | total elapsed: 1.27s)
[2077/9995] [2077 success|0 fail] [SUCCESS] model_1422545.obj (took 0.03s | total elapsed: 1.27s)
[2078/9995] [2078 success|0 fail] [SUCCESS] model_1417966.obj (took 0.03s | total elapsed: 1.27s)
[2079/9995] [2079 success|0 fail] [SUCCESS] model_1417965.obj (took 0.03s | total elapsed: 1.27s)
[2080/9995] [2080 success|0 fail] [SUCCESS] model_1417963.obj (took 0.03s | total elapsed: 1.27s)
[2081/9995] [2081 success|0 fail] [SUCCESS] model_1417961.obj (took 0.03s | total elapsed: 1.27s)
[2082/9995] [2082 success|0 fail] [SUCCESS] model_1422546.obj (took 0.03s | total elapsed: 1.27s)
[2083/9995] [2083 success|0 fail] [SUCCESS] model_1422542.obj (took 0.03s | total elapsed: 1.27s)
[2084/9995] [2084 success|0 fail] [SUCCESS] model_1422547.obj (took 0.03s | total elapsed: 1.27s)
[2085/9995] [2085 success|0 fail] [SUCCESS] model_1423085.obj (took 0.03s | total elapsed: 1.27s)
[2086/9995] [2086 success|0 fail] [SUCCESS] model_1423014.obj (took 0.03s | total elapsed: 1.27s)
[2087/9995] [2087 success|0 fail] [SUCCESS] model_1432740.obj (took 0.03s | total elapsed: 1.27s)
[2088/9995] [2088 success|0 fail] [SUCCESS] model_1432739.obj (took 0.03s | total elapsed: 1.27s)
[2089/9995] [2089 success|0 fail] [SUCCESS] model_1432660.obj (took 0.03s | total elapsed: 1.27s)
[2090/9995] [2090 success|0 fail] [SUCCESS] model_1432741.obj (took 0.03s | total elapsed: 1.27s)
[2091/9995] [2091 success|0 fail] [SUCCESS] model_1435439.obj (took 0.03s | total elapsed: 1.27s)
[2092/9995] [2092 success|0 fail] [SUCCESS] model_1436275.obj (took 0.03s | total elapsed: 1.27s)
[2093/9995] [2093 success|0 fail] [SUCCESS] model_1436273.obj (took 0.03s | total elapsed: 1.27s)
[2094/9995] [2094 success|0 fail] [SUCCESS] model_1436276.obj (took 0.03s | total elapsed: 1.27s)
[2095/9995] [2095 success|0 fail] [SUCCESS] model_1436274.obj (took 0.03s | total elapsed: 1.27s)
[2096/9995] [2096 success|0 fail] [SUCCESS] model_1435440.obj (took 0.03s | total elapsed: 1.27s)
[2097/9995] [2097 success|0 fail] [SUCCESS] model_1436277.obj (took 0.03s | total elapsed: 1.27s)
[2098/9995] [2098 success|0 fail] [SUCCESS] model_1436278.obj (took 0.03s | total elapsed: 1.27s)
[2099/9995] [2099 success|0 fail] [SUCCESS] model_1439534.obj (took 0.03s | total elapsed: 1.27s)
[2100/9995] [2100 success|0 fail] [SUCCESS] model_1437919.obj (took 0.03s | total elapsed: 1.27s)
[2101/9995] [2101 success|0 fail] [SUCCESS] model_143966.obj (took 0.03s | total elapsed: 1.27s)
[2102/9995] [2102 success|0 fail] [SUCCESS] model_1440463.obj (took 0.03s | total elapsed: 1.27s)
[2103/9995] [2103 success|0 fail] [SUCCESS] model_144106.obj (took 0.03s | total elapsed: 1.27s)
[2104/9995] [2104 success|0 fail] [SUCCESS] model_1439537.obj (took 0.03s | total elapsed: 1.27s)
[2105/9995] [2105 success|0 fail] [SUCCESS] model_144422.obj (took 0.03s | total elapsed: 1.27s)
[2106/9995] [2106 success|0 fail] [SUCCESS] model_1450317.obj (took 0.03s | total elapsed: 1.27s)
[2107/9995] [2107 success|0 fail] [SUCCESS] model_1450243.obj (took 0.03s | total elapsed: 1.27s)
[2108/9995] [2108 success|0 fail] [SUCCESS] model_1450319.obj (took 0.03s | total elapsed: 1.28s)
[2109/9995] [2109 success|0 fail] [SUCCESS] model_1450318.obj (took 0.03s | total elapsed: 1.28s)
[2110/9995] [2110 success|0 fail] [SUCCESS] model_1450320.obj (took 0.03s | total elapsed: 1.28s)
[2111/9995] [2111 success|0 fail] [SUCCESS] model_1450321.obj (took 0.03s | total elapsed: 1.28s)
[2112/9995] [2112 success|0 fail] [SUCCESS] model_1451897.obj (took 0.03s | total elapsed: 1.28s)
[2113/9995] [2113 success|0 fail] [SUCCESS] model_1450322.obj (took 0.03s | total elapsed: 1.28s)
[2114/9995] [2114 success|0 fail] [SUCCESS] model_1451901.obj (took 0.03s | total elapsed: 1.28s)
[2115/9995] [2115 success|0 fail] [SUCCESS] model_145065.obj (took 0.03s | total elapsed: 1.28s)
[2116/9995] [2116 success|0 fail] [SUCCESS] model_1450323.obj (took 0.03s | total elapsed: 1.28s)
[2117/9995] [2117 success|0 fail] [SUCCESS] model_1451900.obj (took 0.03s | total elapsed: 1.28s)
[2118/9995] [2118 success|0 fail] [SUCCESS] model_1451899.obj (took 0.03s | total elapsed: 1.28s)
[2119/9995] [2119 success|0 fail] [SUCCESS] model_1451898.obj (took 0.03s | total elapsed: 1.28s)
[2120/9995] [2120 success|0 fail] [SUCCESS] model_1452668.obj (took 0.03s | total elapsed: 1.28s)
[2121/9995] [2121 success|0 fail] [SUCCESS] model_1452670.obj (took 0.03s | total elapsed: 1.28s)
[2122/9995] [2122 success|0 fail] [SUCCESS] model_1452677.obj (took 0.03s | total elapsed: 1.28s)
[2123/9995] [2123 success|0 fail] [SUCCESS] model_1452669.obj (took 0.03s | total elapsed: 1.28s)
[2124/9995] [2124 success|0 fail] [SUCCESS] model_1452675.obj (took 0.03s | total elapsed: 1.28s)
[2125/9995] [2125 success|0 fail] [SUCCESS] model_1452672.obj (took 0.03s | total elapsed: 1.28s)
[2126/9995] [2126 success|0 fail] [SUCCESS] model_1452673.obj (took 0.03s | total elapsed: 1.28s)
[2127/9995] [2127 success|0 fail] [SUCCESS] model_1452676.obj (took 0.03s | total elapsed: 1.28s)
[2128/9995] [2128 success|0 fail] [SUCCESS] model_1452674.obj (took 0.03s | total elapsed: 1.28s)
[2129/9995] [2129 success|0 fail] [SUCCESS] model_1452678.obj (took 0.03s | total elapsed: 1.28s)
[2130/9995] [2130 success|0 fail] [SUCCESS] model_1452679.obj (took 0.03s | total elapsed: 1.28s)
[2131/9995] [2131 success|0 fail] [SUCCESS] model_1452680.obj (took 0.03s | total elapsed: 1.28s)
[2132/9995] [2132 success|0 fail] [SUCCESS] model_145328.obj (took 0.03s | total elapsed: 1.28s)
[2133/9995] [2133 success|0 fail] [SUCCESS] model_1452681.obj (took 0.03s | total elapsed: 1.28s)
[2134/9995] [2134 success|0 fail] [SUCCESS] model_145329.obj (took 0.03s | total elapsed: 1.28s)
[2135/9995] [2135 success|0 fail] [SUCCESS] model_145331.obj (took 0.03s | total elapsed: 1.28s)
[2136/9995] [2136 success|0 fail] [SUCCESS] model_145352.obj (took 0.03s | total elapsed: 1.28s)
[2137/9995] [2137 success|0 fail] [SUCCESS] model_145363.obj (took 0.03s | total elapsed: 1.28s)
[2138/9995] [2138 success|0 fail] [SUCCESS] model_145330.obj (took 0.03s | total elapsed: 1.28s)
[2139/9995] [2139 success|0 fail] [SUCCESS] model_145365.obj (took 0.03s | total elapsed: 1.28s)
[2140/9995] [2140 success|0 fail] [SUCCESS] model_1454014.obj (took 0.03s | total elapsed: 1.28s)
[2141/9995] [2141 success|0 fail] [SUCCESS] model_1453582.obj (took 0.03s | total elapsed: 1.28s)
[2142/9995] [2142 success|0 fail] [SUCCESS] model_1454016.obj (took 0.03s | total elapsed: 1.28s)
[2143/9995] [2143 success|0 fail] [SUCCESS] model_1454015.obj (took 0.03s | total elapsed: 1.28s)
[2144/9995] [2144 success|0 fail] [SUCCESS] model_1454018.obj (took 0.03s | total elapsed: 1.28s)
[2145/9995] [2145 success|0 fail] [SUCCESS] model_1454387.obj (took 0.03s | total elapsed: 1.28s)
[2146/9995] [2146 success|0 fail] [SUCCESS] model_1454388.obj (took 0.03s | total elapsed: 1.28s)
[2147/9995] [2147 success|0 fail] [SUCCESS] model_145419.obj (took 0.03s | total elapsed: 1.28s)
[2148/9995] [2148 success|0 fail] [SUCCESS] model_1454017.obj (took 0.03s | total elapsed: 1.28s)
[2149/9995] [2149 success|0 fail] [SUCCESS] model_145495.obj (took 0.03s | total elapsed: 1.28s)
[2150/9995] [2150 success|0 fail] [SUCCESS] model_145496.obj (took 0.03s | total elapsed: 1.28s)
[2151/9995] [2151 success|0 fail] [SUCCESS] model_1454389.obj (took 0.03s | total elapsed: 1.28s)
[2152/9995] [2152 success|0 fail] [SUCCESS] model_145499.obj (took 0.03s | total elapsed: 1.29s)
[2153/9995] [2153 success|0 fail] [SUCCESS] model_145497.obj (took 0.03s | total elapsed: 1.29s)
[2154/9995] [2154 success|0 fail] [SUCCESS] model_145504.obj (took 0.03s | total elapsed: 1.29s)
[2155/9995] [2155 success|0 fail] [SUCCESS] model_145500.obj (took 0.03s | total elapsed: 1.29s)
[2156/9995] [2156 success|0 fail] [SUCCESS] model_145503.obj (took 0.03s | total elapsed: 1.29s)
[2157/9995] [2157 success|0 fail] [SUCCESS] model_145501.obj (took 0.03s | total elapsed: 1.29s)
[2158/9995] [2158 success|0 fail] [SUCCESS] model_145502.obj (took 0.03s | total elapsed: 1.29s)
[2159/9995] [2159 success|0 fail] [SUCCESS] model_145508.obj (took 0.03s | total elapsed: 1.29s)
[2160/9995] [2160 success|0 fail] [SUCCESS] model_1455627.obj (took 0.03s | total elapsed: 1.29s)
[2161/9995] [2161 success|0 fail] [SUCCESS] model_145507.obj (took 0.03s | total elapsed: 1.29s)
[2162/9995] [2162 success|0 fail] [SUCCESS] model_1455628.obj (took 0.03s | total elapsed: 1.29s)
[2163/9995] [2163 success|0 fail] [SUCCESS] model_1455630.obj (took 0.03s | total elapsed: 1.29s)
[2164/9995] [2164 success|0 fail] [SUCCESS] model_1455661.obj (took 0.03s | total elapsed: 1.29s)
[2165/9995] [2165 success|0 fail] [SUCCESS] model_1458668.obj (took 0.03s | total elapsed: 1.29s)
[2166/9995] [2166 success|0 fail] [SUCCESS] model_1458669.obj (took 0.03s | total elapsed: 1.29s)
[2167/9995] [2167 success|0 fail] [SUCCESS] model_1458670.obj (took 0.03s | total elapsed: 1.29s)
[2168/9995] [2168 success|0 fail] [SUCCESS] model_1458671.obj (took 0.03s | total elapsed: 1.29s)
[2169/9995] [2169 success|0 fail] [SUCCESS] model_1458673.obj (took 0.03s | total elapsed: 1.29s)
[2170/9995] [2170 success|0 fail] [SUCCESS] model_1458674.obj (took 0.03s | total elapsed: 1.29s)
[2171/9995] [2171 success|0 fail] [SUCCESS] model_1458676.obj (took 0.03s | total elapsed: 1.29s)
[2172/9995] [2172 success|0 fail] [SUCCESS] model_1458675.obj (took 0.03s | total elapsed: 1.29s)
[2173/9995] [2173 success|0 fail] [SUCCESS] model_1458672.obj (took 0.03s | total elapsed: 1.29s)
[2174/9995] [2174 success|0 fail] [SUCCESS] model_1458678.obj (took 0.03s | total elapsed: 1.29s)
[2175/9995] [2175 success|0 fail] [SUCCESS] model_1458677.obj (took 0.03s | total elapsed: 1.29s)
[2176/9995] [2176 success|0 fail] [SUCCESS] model_1458679.obj (took 0.03s | total elapsed: 1.29s)
[2177/9995] [2177 success|0 fail] [SUCCESS] model_1458681.obj (took 0.03s | total elapsed: 1.29s)
[2178/9995] [2178 success|0 fail] [SUCCESS] model_1458680.obj (took 0.03s | total elapsed: 1.29s)
[2179/9995] [2179 success|0 fail] [SUCCESS] model_1458683.obj (took 0.03s | total elapsed: 1.29s)
[2180/9995] [2180 success|0 fail] [SUCCESS] model_1458682.obj (took 0.03s | total elapsed: 1.29s)
[2181/9995] [2181 success|0 fail] [SUCCESS] model_1458684.obj (took 0.03s | total elapsed: 1.30s)
[2182/9995] [2182 success|0 fail] [SUCCESS] model_1458687.obj (took 0.03s | total elapsed: 1.30s)
[2183/9995] [2183 success|0 fail] [SUCCESS] model_1458688.obj (took 0.03s | total elapsed: 1.30s)
[2184/9995] [2184 success|0 fail] [SUCCESS] model_1458691.obj (took 0.03s | total elapsed: 1.30s)
[2185/9995] [2185 success|0 fail] [SUCCESS] model_1458690.obj (took 0.03s | total elapsed: 1.30s)
[2186/9995] [2186 success|0 fail] [SUCCESS] model_1458685.obj (took 0.03s | total elapsed: 1.30s)
[2187/9995] [2187 success|0 fail] [SUCCESS] model_1458689.obj (took 0.03s | total elapsed: 1.30s)
[2188/9995] [2188 success|0 fail] [SUCCESS] model_1458692.obj (took 0.03s | total elapsed: 1.30s)
[2189/9995] [2189 success|0 fail] [SUCCESS] model_1458693.obj (took 0.03s | total elapsed: 1.30s)
[2190/9995] [2190 success|0 fail] [SUCCESS] model_1458686.obj (took 0.03s | total elapsed: 1.30s)
[2191/9995] [2191 success|0 fail] [SUCCESS] model_1458696.obj (took 0.03s | total elapsed: 1.30s)
[2192/9995] [2192 success|0 fail] [SUCCESS] model_1458694.obj (took 0.03s | total elapsed: 1.30s)
[2193/9995] [2193 success|0 fail] [SUCCESS] model_1458697.obj (took 0.03s | total elapsed: 1.30s)
[2194/9995] [2194 success|0 fail] [SUCCESS] model_1458695.obj (took 0.03s | total elapsed: 1.30s)
[2195/9995] [2195 success|0 fail] [SUCCESS] model_1458700.obj (took 0.03s | total elapsed: 1.30s)
[2196/9995] [2196 success|0 fail] [SUCCESS] model_1458699.obj (took 0.03s | total elapsed: 1.30s)
[2197/9995] [2197 success|0 fail] [SUCCESS] model_1458698.obj (took 0.03s | total elapsed: 1.30s)
[2198/9995] [2198 success|0 fail] [SUCCESS] model_1458702.obj (took 0.03s | total elapsed: 1.30s)
[2199/9995] [2199 success|0 fail] [SUCCESS] model_1458701.obj (took 0.03s | total elapsed: 1.30s)
[2200/9995] [2200 success|0 fail] [SUCCESS] model_1458705.obj (took 0.03s | total elapsed: 1.30s)
[2201/9995] [2201 success|0 fail] [SUCCESS] model_1458704.obj (took 0.03s | total elapsed: 1.30s)
[2202/9995] [2202 success|0 fail] [SUCCESS] model_1461200.obj (took 0.03s | total elapsed: 1.30s)
[2203/9995] [2203 success|0 fail] [SUCCESS] model_1460441.obj (took 0.03s | total elapsed: 1.30s)
[2204/9995] [2204 success|0 fail] [SUCCESS] model_1458706.obj (took 0.03s | total elapsed: 1.30s)
[2205/9995] [2205 success|0 fail] [SUCCESS] model_1464288.obj (took 0.03s | total elapsed: 1.30s)
[2206/9995] [2206 success|0 fail] [SUCCESS] model_1458703.obj (took 0.03s | total elapsed: 1.30s)
[2207/9995] [2207 success|0 fail] [SUCCESS] model_1472696.obj (took 0.03s | total elapsed: 1.30s)
[2208/9995] [2208 success|0 fail] [SUCCESS] model_1472695.obj (took 0.03s | total elapsed: 1.30s)
[2209/9995] [2209 success|0 fail] [SUCCESS] model_1473393.obj (took 0.03s | total elapsed: 1.30s)
[2210/9995] [2210 success|0 fail] [SUCCESS] model_1467362.obj (took 0.03s | total elapsed: 1.30s)
[2211/9995] [2211 success|0 fail] [SUCCESS] model_1464289.obj (took 0.03s | total elapsed: 1.30s)
[2212/9995] [2212 success|0 fail] [SUCCESS] model_147736.obj (took 0.03s | total elapsed: 1.30s)
[2213/9995] [2213 success|0 fail] [SUCCESS] model_147499.obj (took 0.03s | total elapsed: 1.30s)
[2214/9995] [2214 success|0 fail] [SUCCESS] model_147463.obj (took 0.03s | total elapsed: 1.30s)
[2215/9995] [2215 success|0 fail] [SUCCESS] model_1481223.obj (took 0.03s | total elapsed: 1.30s)
[2216/9995] [2216 success|0 fail] [SUCCESS] model_147525.obj (took 0.03s | total elapsed: 1.30s)
[2217/9995] [2217 success|0 fail] [SUCCESS] model_148292.obj (took 0.03s | total elapsed: 1.30s)
[2218/9995] [2218 success|0 fail] [SUCCESS] model_1481537.obj (took 0.03s | total elapsed: 1.30s)
[2219/9995] [2219 success|0 fail] [SUCCESS] model_1481222.obj (took 0.03s | total elapsed: 1.30s)
[2220/9995] [2220 success|0 fail] [SUCCESS] model_148293.obj (took 0.03s | total elapsed: 1.30s)
[2221/9995] [2221 success|0 fail] [SUCCESS] model_1481523.obj (took 0.03s | total elapsed: 1.30s)
[2222/9995] [2222 success|0 fail] [SUCCESS] model_1482990.obj (took 0.03s | total elapsed: 1.30s)
[2223/9995] [2223 success|0 fail] [SUCCESS] model_1483720.obj (took 0.03s | total elapsed: 1.31s)
[2224/9995] [2224 success|0 fail] [SUCCESS] model_1482989.obj (took 0.03s | total elapsed: 1.31s)
[2225/9995] [2225 success|0 fail] [SUCCESS] model_1483721.obj (took 0.03s | total elapsed: 1.31s)
[2226/9995] [2226 success|0 fail] [SUCCESS] model_1482988.obj (took 0.03s | total elapsed: 1.31s)
[2227/9995] [2227 success|0 fail] [SUCCESS] model_1484067.obj (took 0.03s | total elapsed: 1.31s)
[2228/9995] [2228 success|0 fail] [SUCCESS] model_148452.obj (took 0.03s | total elapsed: 1.31s)
[2229/9995] [2229 success|0 fail] [SUCCESS] model_148454.obj (took 0.03s | total elapsed: 1.31s)
[2230/9995] [2230 success|0 fail] [SUCCESS] model_148457.obj (took 0.03s | total elapsed: 1.31s)
[2231/9995] [2231 success|0 fail] [SUCCESS] model_1489589.obj (took 0.03s | total elapsed: 1.31s)
[2232/9995] [2232 success|0 fail] [SUCCESS] model_1485510.obj (took 0.03s | total elapsed: 1.31s)
[2233/9995] [2233 success|0 fail] [SUCCESS] model_1489590.obj (took 0.03s | total elapsed: 1.31s)
[2234/9995] [2234 success|0 fail] [SUCCESS] model_1489593.obj (took 0.03s | total elapsed: 1.31s)
[2235/9995] [2235 success|0 fail] [SUCCESS] model_1489594.obj (took 0.03s | total elapsed: 1.31s)
[2236/9995] [2236 success|0 fail] [SUCCESS] model_1489591.obj (took 0.03s | total elapsed: 1.31s)
[2237/9995] [2237 success|0 fail] [SUCCESS] model_1489595.obj (took 0.03s | total elapsed: 1.31s)
[2238/9995] [2238 success|0 fail] [SUCCESS] model_1489592.obj (took 0.03s | total elapsed: 1.31s)
[2239/9995] [2239 success|0 fail] [SUCCESS] model_1489596.obj (took 0.03s | total elapsed: 1.31s)
[2240/9995] [2240 success|0 fail] [SUCCESS] model_1489597.obj (took 0.03s | total elapsed: 1.31s)
[2241/9995] [2241 success|0 fail] [SUCCESS] model_1489599.obj (took 0.03s | total elapsed: 1.31s)
[2242/9995] [2242 success|0 fail] [SUCCESS] model_1489600.obj (took 0.03s | total elapsed: 1.31s)
[2243/9995] [2243 success|0 fail] [SUCCESS] model_1489598.obj (took 0.03s | total elapsed: 1.31s)
[2244/9995] [2244 success|0 fail] [SUCCESS] model_1490842.obj (took 0.03s | total elapsed: 1.31s)
[2245/9995] [2245 success|0 fail] [SUCCESS] model_1490843.obj (took 0.03s | total elapsed: 1.31s)
[2246/9995] [2246 success|0 fail] [SUCCESS] model_1489676.obj (took 0.03s | total elapsed: 1.31s)
[2247/9995] [2247 success|0 fail] [SUCCESS] model_149255.obj (took 0.03s | total elapsed: 1.31s)
[2248/9995] [2248 success|0 fail] [SUCCESS] model_149305.obj (took 0.03s | total elapsed: 1.31s)
