Found 9995 total meshes to process
[1/9995] [1 success|0 fail] [SUCCESS] model_1037024.obj (took 0.03s | total elapsed: 0.15s)
[3301/9995] [3301 success|0 fail] [SUCCESS] model_241232.obj (took 0.02s | total elapsed: 0.77s)
[3302/9995] [3302 success|0 fail] [SUCCESS] model_241234.obj (took 0.02s | total elapsed: 0.77s)
[3303/9995] [3303 success|0 fail] [SUCCESS] model_241233.obj (took 0.02s | total elapsed: 0.77s)
[3304/9995] [3304 success|0 fail] [SUCCESS] model_242224.obj (took 0.02s | total elapsed: 0.77s)
[3305/9995] [3305 success|0 fail] [SUCCESS] model_242222.obj (took 0.02s | total elapsed: 0.77s)
[3306/9995] [3306 success|0 fail] [SUCCESS] model_239192.obj (took 0.03s | total elapsed: 0.77s)
[3307/9995] [3307 success|0 fail] [SUCCESS] model_242225.obj (took 0.02s | total elapsed: 0.77s)
[3308/9995] [3308 success|0 fail] [SUCCESS] model_242231.obj (took 0.02s | total elapsed: 0.77s)
[3309/9995] [3309 success|0 fail] [SUCCESS] model_240291.obj (took 0.03s | total elapsed: 0.77s)
[3310/9995] [3310 success|0 fail] [SUCCESS] model_242236.obj (took 0.02s | total elapsed: 0.77s)
[3311/9995] [3311 success|0 fail] [SUCCESS] model_242232.obj (took 0.02s | total elapsed: 0.77s)
[3312/9995] [3312 success|0 fail] [SUCCESS] model_242237.obj (took 0.02s | total elapsed: 0.77s)
[3313/9995] [3313 success|0 fail] [SUCCESS] model_242233.obj (took 0.02s | total elapsed: 0.77s)
[3314/9995] [3314 success|0 fail] [SUCCESS] model_242578.obj (took 0.02s | total elapsed: 0.77s)
[3315/9995] [3315 success|0 fail] [SUCCESS] model_242554.obj (took 0.02s | total elapsed: 0.77s)
[3316/9995] [3316 success|0 fail] [SUCCESS] model_242305.obj (took 0.02s | total elapsed: 0.77s)
[3317/9995] [3317 success|0 fail] [SUCCESS] model_242559.obj (took 0.02s | total elapsed: 0.77s)
[3318/9995] [3318 success|0 fail] [SUCCESS] model_242579.obj (took 0.02s | total elapsed: 0.77s)
[3319/9995] [3319 success|0 fail] [SUCCESS] model_242577.obj (took 0.02s | total elapsed: 0.77s)
[3320/9995] [3320 success|0 fail] [SUCCESS] model_242560.obj (took 0.02s | total elapsed: 0.77s)
[3321/9995] [3321 success|0 fail] [SUCCESS] model_242223.obj (took 0.03s | total elapsed: 0.77s)
[3322/9995] [3322 success|0 fail] [SUCCESS] model_243018.obj (took 0.02s | total elapsed: 0.77s)
[3323/9995] [3323 success|0 fail] [SUCCESS] model_243016.obj (took 0.02s | total elapsed: 0.77s)
[3324/9995] [3324 success|0 fail] [SUCCESS] model_243313.obj (took 0.02s | total elapsed: 0.77s)
[3325/9995] [3325 success|0 fail] [SUCCESS] model_243015.obj (took 0.02s | total elapsed: 0.77s)
[3326/9995] [3326 success|0 fail] [SUCCESS] model_243017.obj (took 0.02s | total elapsed: 0.77s)
[3327/9995] [3327 success|0 fail] [SUCCESS] model_244777.obj (took 0.02s | total elapsed: 0.77s)
[3328/9995] [3328 success|0 fail] [SUCCESS] model_244778.obj (took 0.02s | total elapsed: 0.77s)
[3329/9995] [3329 success|0 fail] [SUCCESS] model_243266.obj (took 0.02s | total elapsed: 0.77s)
[3330/9995] [3330 success|0 fail] [SUCCESS] model_243014.obj (took 0.02s | total elapsed: 0.77s)
[3331/9995] [3331 success|0 fail] [SUCCESS] model_244780.obj (took 0.02s | total elapsed: 0.77s)
[3332/9995] [3332 success|0 fail] [SUCCESS] model_243836.obj (took 0.02s | total elapsed: 0.77s)
[3333/9995] [3333 success|0 fail] [SUCCESS] model_244779.obj (took 0.02s | total elapsed: 0.77s)
[3334/9995] [3334 success|0 fail] [SUCCESS] model_243661.obj (took 0.02s | total elapsed: 0.77s)
[3335/9995] [3335 success|0 fail] [SUCCESS] model_247069.obj (took 0.02s | total elapsed: 0.77s)
[3336/9995] [3336 success|0 fail] [SUCCESS] model_246494.obj (took 0.02s | total elapsed: 0.78s)
[3337/9995] [3337 success|0 fail] [SUCCESS] model_247070.obj (took 0.02s | total elapsed: 0.78s)
[3338/9995] [3338 success|0 fail] [SUCCESS] model_247402.obj (took 0.02s | total elapsed: 0.78s)
[3339/9995] [3339 success|0 fail] [SUCCESS] model_247517.obj (took 0.02s | total elapsed: 0.78s)
[3340/9995] [3340 success|0 fail] [SUCCESS] model_248169.obj (took 0.02s | total elapsed: 0.78s)
[3341/9995] [3341 success|0 fail] [SUCCESS] model_247516.obj (took 0.02s | total elapsed: 0.78s)
[3342/9995] [3342 success|0 fail] [SUCCESS] model_248185.obj (took 0.02s | total elapsed: 0.78s)
[3343/9995] [3343 success|0 fail] [SUCCESS] model_248170.obj (took 0.02s | total elapsed: 0.78s)
[3344/9995] [3344 success|0 fail] [SUCCESS] model_247674.obj (took 0.02s | total elapsed: 0.78s)
[3345/9995] [3345 success|0 fail] [SUCCESS] model_248187.obj (took 0.02s | total elapsed: 0.78s)
[3346/9995] [3346 success|0 fail] [SUCCESS] model_248191.obj (took 0.02s | total elapsed: 0.78s)
[3347/9995] [3347 success|0 fail] [SUCCESS] model_247515.obj (took 0.02s | total elapsed: 0.78s)
[3348/9995] [3348 success|0 fail] [SUCCESS] model_248188.obj (took 0.02s | total elapsed: 0.78s)
[3349/9995] [3349 success|0 fail] [SUCCESS] model_248190.obj (took 0.02s | total elapsed: 0.78s)
[3350/9995] [3350 success|0 fail] [SUCCESS] model_248192.obj (took 0.02s | total elapsed: 0.78s)
[3351/9995] [3351 success|0 fail] [SUCCESS] model_248189.obj (took 0.02s | total elapsed: 0.78s)
[3352/9995] [3352 success|0 fail] [SUCCESS] model_248186.obj (took 0.02s | total elapsed: 0.78s)
[3353/9995] [3353 success|0 fail] [SUCCESS] model_248395.obj (took 0.02s | total elapsed: 0.78s)
[3354/9995] [3354 success|0 fail] [SUCCESS] model_249519.obj (took 0.02s | total elapsed: 0.78s)
[3355/9995] [3355 success|0 fail] [SUCCESS] model_248193.obj (took 0.02s | total elapsed: 0.78s)
[3356/9995] [3356 success|0 fail] [SUCCESS] model_249524.obj (took 0.02s | total elapsed: 0.78s)
[3357/9995] [3357 success|0 fail] [SUCCESS] model_249518.obj (took 0.02s | total elapsed: 0.78s)
[3358/9995] [3358 success|0 fail] [SUCCESS] model_250041.obj (took 0.02s | total elapsed: 0.78s)
[3359/9995] [3359 success|0 fail] [SUCCESS] model_250042.obj (took 0.02s | total elapsed: 0.78s)
[3360/9995] [3360 success|0 fail] [SUCCESS] model_249520.obj (took 0.02s | total elapsed: 0.78s)
[3361/9995] [3361 success|0 fail] [SUCCESS] model_250143.obj (took 0.02s | total elapsed: 0.78s)
[3362/9995] [3362 success|0 fail] [SUCCESS] model_249522.obj (took 0.02s | total elapsed: 0.78s)
[3363/9995] [3363 success|0 fail] [SUCCESS] model_250392.obj (took 0.02s | total elapsed: 0.78s)
[3364/9995] [3364 success|0 fail] [SUCCESS] model_249521.obj (took 0.02s | total elapsed: 0.78s)
[3365/9995] [3365 success|0 fail] [SUCCESS] model_249523.obj (took 0.02s | total elapsed: 0.78s)
[3366/9995] [3366 success|0 fail] [SUCCESS] model_250394.obj (took 0.02s | total elapsed: 0.78s)
[3367/9995] [3367 success|0 fail] [SUCCESS] model_250397.obj (took 0.02s | total elapsed: 0.78s)
[3368/9995] [3368 success|0 fail] [SUCCESS] model_250400.obj (took 0.02s | total elapsed: 0.78s)
[3369/9995] [3369 success|0 fail] [SUCCESS] model_250142.obj (took 0.02s | total elapsed: 0.78s)
[3370/9995] [3370 success|0 fail] [SUCCESS] model_250401.obj (took 0.02s | total elapsed: 0.78s)
[3371/9995] [3371 success|0 fail] [SUCCESS] model_250767.obj (took 0.02s | total elapsed: 0.78s)
[3372/9995] [3372 success|0 fail] [SUCCESS] model_250739.obj (took 0.02s | total elapsed: 0.78s)
[3373/9995] [3373 success|0 fail] [SUCCESS] model_250393.obj (took 0.02s | total elapsed: 0.78s)
[3374/9995] [3374 success|0 fail] [SUCCESS] model_252175.obj (took 0.02s | total elapsed: 0.78s)
[3375/9995] [3375 success|0 fail] [SUCCESS] model_250398.obj (took 0.02s | total elapsed: 0.78s)
[3376/9995] [3376 success|0 fail] [SUCCESS] model_252119.obj (took 0.02s | total elapsed: 0.78s)
[3377/9995] [3377 success|0 fail] [SUCCESS] model_252614.obj (took 0.02s | total elapsed: 0.78s)
[3378/9995] [3378 success|0 fail] [SUCCESS] model_250396.obj (took 0.02s | total elapsed: 0.78s)
[3379/9995] [3379 success|0 fail] [SUCCESS] model_251163.obj (took 0.02s | total elapsed: 0.78s)
[3380/9995] [3380 success|0 fail] [SUCCESS] model_250402.obj (took 0.02s | total elapsed: 0.78s)
[3381/9995] [3381 success|0 fail] [SUCCESS] model_250395.obj (took 0.02s | total elapsed: 0.78s)
[3382/9995] [3382 success|0 fail] [SUCCESS] model_251402.obj (took 0.02s | total elapsed: 0.78s)
[3383/9995] [3383 success|0 fail] [SUCCESS] model_252633.obj (took 0.02s | total elapsed: 0.78s)
[3384/9995] [3384 success|0 fail] [SUCCESS] model_252631.obj (took 0.02s | total elapsed: 0.78s)
[3385/9995] [3385 success|0 fail] [SUCCESS] model_252632.obj (took 0.02s | total elapsed: 0.78s)
[3386/9995] [3386 success|0 fail] [SUCCESS] model_252636.obj (took 0.02s | total elapsed: 0.78s)
[3387/9995] [3387 success|0 fail] [SUCCESS] model_252637.obj (took 0.02s | total elapsed: 0.78s)
[3388/9995] [3388 success|0 fail] [SUCCESS] model_254558.obj (took 0.02s | total elapsed: 0.79s)
[3389/9995] [3389 success|0 fail] [SUCCESS] model_252683.obj (took 0.02s | total elapsed: 0.79s)
[3390/9995] [3390 success|0 fail] [SUCCESS] model_252638.obj (took 0.02s | total elapsed: 0.79s)
[3391/9995] [3391 success|0 fail] [SUCCESS] model_252635.obj (took 0.02s | total elapsed: 0.79s)
[3392/9995] [3392 success|0 fail] [SUCCESS] model_252640.obj (took 0.02s | total elapsed: 0.79s)
[3393/9995] [3393 success|0 fail] [SUCCESS] model_252634.obj (took 0.02s | total elapsed: 0.79s)
[3394/9995] [3394 success|0 fail] [SUCCESS] model_255172.obj (took 0.02s | total elapsed: 0.79s)
[3395/9995] [3395 success|0 fail] [SUCCESS] model_252653.obj (took 0.02s | total elapsed: 0.79s)
[3396/9995] [3396 success|0 fail] [SUCCESS] model_255238.obj (took 0.02s | total elapsed: 0.79s)
[3397/9995] [3397 success|0 fail] [SUCCESS] model_255237.obj (took 0.02s | total elapsed: 0.79s)
[3398/9995] [3398 success|0 fail] [SUCCESS] model_255495.obj (took 0.02s | total elapsed: 0.79s)
[3399/9995] [3399 success|0 fail] [SUCCESS] model_255068.obj (took 0.02s | total elapsed: 0.79s)
[3400/9995] [3400 success|0 fail] [SUCCESS] model_255239.obj (took 0.02s | total elapsed: 0.79s)
[3401/9995] [3401 success|0 fail] [SUCCESS] model_255241.obj (took 0.02s | total elapsed: 0.79s)
[3402/9995] [3402 success|0 fail] [SUCCESS] model_255069.obj (took 0.02s | total elapsed: 0.79s)
[3403/9995] [3403 success|0 fail] [SUCCESS] model_255496.obj (took 0.02s | total elapsed: 0.79s)
[3404/9995] [3404 success|0 fail] [SUCCESS] model_255522.obj (took 0.02s | total elapsed: 0.79s)
[3405/9995] [3405 success|0 fail] [SUCCESS] model_255658.obj (took 0.02s | total elapsed: 0.79s)
[3406/9995] [3406 success|0 fail] [SUCCESS] model_255497.obj (took 0.02s | total elapsed: 0.79s)
[3407/9995] [3407 success|0 fail] [SUCCESS] model_257178.obj (took 0.02s | total elapsed: 0.79s)
[3408/9995] [3408 success|0 fail] [SUCCESS] model_257585.obj (took 0.02s | total elapsed: 0.79s)
[3409/9995] [3409 success|0 fail] [SUCCESS] model_257590.obj (took 0.02s | total elapsed: 0.79s)
[3410/9995] [3410 success|0 fail] [SUCCESS] model_257586.obj (took 0.02s | total elapsed: 0.79s)
[3411/9995] [3411 success|0 fail] [SUCCESS] model_257583.obj (took 0.02s | total elapsed: 0.79s)
[3412/9995] [3412 success|0 fail] [SUCCESS] model_257591.obj (took 0.02s | total elapsed: 0.79s)
[3413/9995] [3413 success|0 fail] [SUCCESS] model_257589.obj (took 0.02s | total elapsed: 0.79s)
[3414/9995] [3414 success|0 fail] [SUCCESS] model_257587.obj (took 0.02s | total elapsed: 0.79s)
[3415/9995] [3415 success|0 fail] [SUCCESS] model_257592.obj (took 0.02s | total elapsed: 0.79s)
[3416/9995] [3416 success|0 fail] [SUCCESS] model_255657.obj (took 0.02s | total elapsed: 0.79s)
[3417/9995] [3417 success|0 fail] [SUCCESS] model_257588.obj (took 0.02s | total elapsed: 0.79s)
[3418/9995] [3418 success|0 fail] [SUCCESS] model_257594.obj (took 0.02s | total elapsed: 0.79s)
[3419/9995] [3419 success|0 fail] [SUCCESS] model_257593.obj (took 0.02s | total elapsed: 0.80s)
[3420/9995] [3420 success|0 fail] [SUCCESS] model_257595.obj (took 0.02s | total elapsed: 0.81s)
[3421/9995] [3421 success|0 fail] [SUCCESS] model_257596.obj (took 0.02s | total elapsed: 0.81s)
[3422/9995] [3422 success|0 fail] [SUCCESS] model_258879.obj (took 0.02s | total elapsed: 0.81s)
[3423/9995] [3423 success|0 fail] [SUCCESS] model_257599.obj (took 0.02s | total elapsed: 0.81s)
[3424/9995] [3424 success|0 fail] [SUCCESS] model_259007.obj (took 0.02s | total elapsed: 0.81s)
[3425/9995] [3425 success|0 fail] [SUCCESS] model_257597.obj (took 0.02s | total elapsed: 0.81s)
[3426/9995] [3426 success|0 fail] [SUCCESS] model_257600.obj (took 0.02s | total elapsed: 0.81s)
[3427/9995] [3427 success|0 fail] [SUCCESS] model_257598.obj (took 0.02s | total elapsed: 0.81s)
[3428/9995] [3428 success|0 fail] [SUCCESS] model_259008.obj (took 0.02s | total elapsed: 0.81s)
[3429/9995] [3429 success|0 fail] [SUCCESS] model_259838.obj (took 0.02s | total elapsed: 0.81s)
[3430/9995] [3430 success|0 fail] [SUCCESS] model_257881.obj (took 0.02s | total elapsed: 0.81s)
[3431/9995] [3431 success|0 fail] [SUCCESS] model_259180.obj (took 0.02s | total elapsed: 0.81s)
[3432/9995] [3432 success|0 fail] [SUCCESS] model_259165.obj (took 0.02s | total elapsed: 0.81s)
[3433/9995] [3433 success|0 fail] [SUCCESS] model_259164.obj (took 0.02s | total elapsed: 0.81s)
[3434/9995] [3434 success|0 fail] [SUCCESS] model_260221.obj (took 0.02s | total elapsed: 0.81s)
[3435/9995] [3435 success|0 fail] [SUCCESS] model_260054.obj (took 0.02s | total elapsed: 0.81s)
[3436/9995] [3436 success|0 fail] [SUCCESS] model_260056.obj (took 0.02s | total elapsed: 0.81s)
[3437/9995] [3437 success|0 fail] [SUCCESS] model_260222.obj (took 0.02s | total elapsed: 0.81s)
[3438/9995] [3438 success|0 fail] [SUCCESS] model_260105.obj (took 0.02s | total elapsed: 0.81s)
[3439/9995] [3439 success|0 fail] [SUCCESS] model_260537.obj (took 0.02s | total elapsed: 0.81s)
[3440/9995] [3440 success|0 fail] [SUCCESS] model_260055.obj (took 0.02s | total elapsed: 0.81s)
[3441/9995] [3441 success|0 fail] [SUCCESS] model_260539.obj (took 0.02s | total elapsed: 0.81s)
[3442/9995] [3442 success|0 fail] [SUCCESS] model_260541.obj (took 0.02s | total elapsed: 0.81s)
[3443/9995] [3443 success|0 fail] [SUCCESS] model_260542.obj (took 0.02s | total elapsed: 0.81s)
[3444/9995] [3444 success|0 fail] [SUCCESS] model_263225.obj (took 0.02s | total elapsed: 0.81s)
[3445/9995] [3445 success|0 fail] [SUCCESS] model_260543.obj (took 0.02s | total elapsed: 0.81s)
[3446/9995] [3446 success|0 fail] [SUCCESS] model_261762.obj (took 0.02s | total elapsed: 0.81s)
[3447/9995] [3447 success|0 fail] [SUCCESS] model_261583.obj (took 0.02s | total elapsed: 0.81s)
[3448/9995] [3448 success|0 fail] [SUCCESS] model_260538.obj (took 0.02s | total elapsed: 0.81s)
[3449/9995] [3449 success|0 fail] [SUCCESS] model_260540.obj (took 0.02s | total elapsed: 0.81s)
[3450/9995] [3450 success|0 fail] [SUCCESS] model_260224.obj (took 0.02s | total elapsed: 0.81s)
[3451/9995] [3451 success|0 fail] [SUCCESS] model_263199.obj (took 0.02s | total elapsed: 0.81s)
[3452/9995] [3452 success|0 fail] [SUCCESS] model_263200.obj (took 0.02s | total elapsed: 0.81s)
[3453/9995] [3453 success|0 fail] [SUCCESS] model_261582.obj (took 0.02s | total elapsed: 0.81s)
[3454/9995] [3454 success|0 fail] [SUCCESS] model_263990.obj (took 0.02s | total elapsed: 0.81s)
[3455/9995] [3455 success|0 fail] [SUCCESS] model_263198.obj (took 0.02s | total elapsed: 0.81s)
[3456/9995] [3456 success|0 fail] [SUCCESS] model_263996.obj (took 0.02s | total elapsed: 0.81s)
[3457/9995] [3457 success|0 fail] [SUCCESS] model_263989.obj (took 0.02s | total elapsed: 0.81s)
[3458/9995] [3458 success|0 fail] [SUCCESS] model_263994.obj (took 0.02s | total elapsed: 0.81s)
[3459/9995] [3459 success|0 fail] [SUCCESS] model_263998.obj (took 0.02s | total elapsed: 0.81s)
[3460/9995] [3460 success|0 fail] [SUCCESS] model_263999.obj (took 0.02s | total elapsed: 0.81s)
[3461/9995] [3461 success|0 fail] [SUCCESS] model_265204.obj (took 0.02s | total elapsed: 0.81s)
[3462/9995] [3462 success|0 fail] [SUCCESS] model_263993.obj (took 0.02s | total elapsed: 0.81s)
[3463/9995] [3463 success|0 fail] [SUCCESS] model_264000.obj (took 0.02s | total elapsed: 0.81s)
[3464/9995] [3464 success|0 fail] [SUCCESS] model_263226.obj (took 0.02s | total elapsed: 0.81s)
[3465/9995] [3465 success|0 fail] [SUCCESS] model_264707.obj (took 0.02s | total elapsed: 0.81s)
[3466/9995] [3466 success|0 fail] [SUCCESS] model_263992.obj (took 0.02s | total elapsed: 0.81s)
[3467/9995] [3467 success|0 fail] [SUCCESS] model_263995.obj (took 0.02s | total elapsed: 0.81s)
[3468/9995] [3468 success|0 fail] [SUCCESS] model_263997.obj (took 0.02s | total elapsed: 0.81s)
[3469/9995] [3469 success|0 fail] [SUCCESS] model_264708.obj (took 0.02s | total elapsed: 0.81s)
[3470/9995] [3470 success|0 fail] [SUCCESS] model_265590.obj (took 0.02s | total elapsed: 0.81s)
[3471/9995] [3471 success|0 fail] [SUCCESS] model_265474.obj (took 0.02s | total elapsed: 0.81s)
[3472/9995] [3472 success|0 fail] [SUCCESS] model_265473.obj (took 0.02s | total elapsed: 0.81s)
[3473/9995] [3473 success|0 fail] [SUCCESS] model_267095.obj (took 0.02s | total elapsed: 0.81s)
[3474/9995] [3474 success|0 fail] [SUCCESS] model_265591.obj (took 0.02s | total elapsed: 0.81s)
[3475/9995] [3475 success|0 fail] [SUCCESS] model_265592.obj (took 0.02s | total elapsed: 0.81s)
[3476/9995] [3476 success|0 fail] [SUCCESS] model_265729.obj (took 0.02s | total elapsed: 0.81s)
[3477/9995] [3477 success|0 fail] [SUCCESS] model_267657.obj (took 0.02s | total elapsed: 0.81s)
[3478/9995] [3478 success|0 fail] [SUCCESS] model_267486.obj (took 0.02s | total elapsed: 0.81s)
[3479/9995] [3479 success|0 fail] [SUCCESS] model_267484.obj (took 0.02s | total elapsed: 0.81s)
[3480/9995] [3480 success|0 fail] [SUCCESS] model_267662.obj (took 0.02s | total elapsed: 0.81s)
[3481/9995] [3481 success|0 fail] [SUCCESS] model_265730.obj (took 0.02s | total elapsed: 0.81s)
[3482/9995] [3482 success|0 fail] [SUCCESS] model_265728.obj (took 0.02s | total elapsed: 0.81s)
[3483/9995] [3483 success|0 fail] [SUCCESS] model_267490.obj (took 0.02s | total elapsed: 0.81s)
[3484/9995] [3484 success|0 fail] [SUCCESS] model_267487.obj (took 0.02s | total elapsed: 0.81s)
[3485/9995] [3485 success|0 fail] [SUCCESS] model_267660.obj (took 0.02s | total elapsed: 0.81s)
[3486/9995] [3486 success|0 fail] [SUCCESS] model_267659.obj (took 0.02s | total elapsed: 0.81s)
[3487/9995] [3487 success|0 fail] [SUCCESS] model_265732.obj (took 0.02s | total elapsed: 0.81s)
[3488/9995] [3488 success|0 fail] [SUCCESS] model_267666.obj (took 0.02s | total elapsed: 0.81s)
[3489/9995] [3489 success|0 fail] [SUCCESS] model_267658.obj (took 0.02s | total elapsed: 0.81s)
[3490/9995] [3490 success|0 fail] [SUCCESS] model_267663.obj (took 0.02s | total elapsed: 0.81s)
[3491/9995] [3491 success|0 fail] [SUCCESS] model_267661.obj (took 0.02s | total elapsed: 0.81s)
[3492/9995] [3492 success|0 fail] [SUCCESS] model_267664.obj (took 0.02s | total elapsed: 0.81s)
[3493/9995] [3493 success|0 fail] [SUCCESS] model_267853.obj (took 0.02s | total elapsed: 0.81s)
[3494/9995] [3494 success|0 fail] [SUCCESS] model_269117.obj (took 0.02s | total elapsed: 0.81s)
[3495/9995] [3495 success|0 fail] [SUCCESS] model_267784.obj (took 0.02s | total elapsed: 0.81s)
[3496/9995] [3496 success|0 fail] [SUCCESS] model_268657.obj (took 0.02s | total elapsed: 0.81s)
[3497/9995] [3497 success|0 fail] [SUCCESS] model_267667.obj (took 0.02s | total elapsed: 0.81s)
[3498/9995] [3498 success|0 fail] [SUCCESS] model_269119.obj (took 0.02s | total elapsed: 0.81s)
[3499/9995] [3499 success|0 fail] [SUCCESS] model_269122.obj (took 0.02s | total elapsed: 0.81s)
[3500/9995] [3500 success|0 fail] [SUCCESS] model_269120.obj (took 0.02s | total elapsed: 0.81s)
[3501/9995] [3501 success|0 fail] [SUCCESS] model_269124.obj (took 0.02s | total elapsed: 0.81s)
[3502/9995] [3502 success|0 fail] [SUCCESS] model_269118.obj (took 0.02s | total elapsed: 0.81s)
[3503/9995] [3503 success|0 fail] [SUCCESS] model_269121.obj (took 0.02s | total elapsed: 0.81s)
[3504/9995] [3504 success|0 fail] [SUCCESS] model_269127.obj (took 0.02s | total elapsed: 0.81s)
[3505/9995] [3505 success|0 fail] [SUCCESS] model_269125.obj (took 0.02s | total elapsed: 0.81s)
[3506/9995] [3506 success|0 fail] [SUCCESS] model_269123.obj (took 0.02s | total elapsed: 0.81s)
